run_id,polymer_id,native_0,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog,fog_native_constrained,t50_min
260211-group_mean,PMBTA-10,,,0.7,0,1.2837735093214342,,16.203575540723687
260211-group_mean,PMBTA-11,,,0.7,0,1.2458051816687643,,15.425396051092571
260211-group_mean,PMTAC,,,0.7,0,1.145323799751869,,10.62894011273893
260211-group_mean,PMPC,,,0.7,0,1.0190082864620633,,12.84105879547801
260211-group_mean,PMBTA-3,,,0.7,0,1.0186735616424445,,12.825078632835545
260211-group_mean,GOx with DMSO,,,0.7,0,1.0053277211610854,,12.703381539064281
260211-group_mean,PMBTA-5,,,0.7,0,1.0005152096847643,,12.714123166988928
260211-group_mean,PMBTA-9,,,0.7,0,0.9843860003535054,,13.408187844325978
260211-group_mean,PMBTA-4,,,0.7,0,0.9734637797013306,,12.353830263391995
260211-group_mean,GOx with EtOH,,,0.7,0,0.9218495737066162,,11.669799761096783
260211-group_mean,PMBTA-6,,,0.7,0,0.9209386083739723,,11.832513502697244
260211-group_mean,PMBTA-2,,,0.7,0,0.8722838433583413,,11.047741543464552
260211-group_mean,PMBTA-1,,,0.7,0,0.8575650185277828,,10.891729969277463
260211-group_mean,PMBTA-7,,,0.7,0,0.8557558472344506,,11.223012150719283
260211-group_mean,PMBTA-8,,,0.7,0,0.8459427226366139,,11.96036137987889
