run_id,bo_run_id,frac_MPC,frac_BMA,frac_MTAC,y,x,pred_log_fog_mean,pred_log_fog_std,pred_fog_median,pred_fog_mean,ei,ucb,constraint_sum_ok,constraint_bounds_ok,min_dist_to_train,selected,selection_reason,selection_order,policy_exploration_ratio,policy_n_total,policy_n_exploit,policy_n_explore
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.02,0.96,0.98,0.020408163265306124,-0.21353253442142986,0.151191724794534,0.8077258808288672,0.8170107179043092,2.7132565136668264e-14,0.08885091516763813,True,True,0.02857434387459126,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.04,0.94,0.98,0.04081632653061225,-0.21351483950026473,0.15119429166314938,0.8077401736011058,0.8170254920539374,2.717956977343047e-14,0.08887374382603402,True,True,0.04545297032597058,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.06,0.9199999999999999,0.98,0.061224489795918366,-0.21348365399481678,0.15119860490248277,0.8077653637794724,0.8170515046412474,2.7260632799709537e-14,0.08891355581014876,True,True,0.06440837019185094,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.08,0.9,0.98,0.0816326530612245,-0.21343899350446618,0.1512046608851175,0.807801439782287,0.8170887435638814,2.7375992660599034e-14,0.08897032826576881,True,True,0.08404695143676685,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.1,0.88,0.98,0.10204081632653061,-0.21338088000866048,0.1512124545344359,0.8078483853119408,0.8171371917951241,2.752598961623607e-14,0.08904402906021133,True,True,0.10398234560051411,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.12,0.86,0.98,0.12244897959183673,-0.21330934183988948,0.151221979333708,0.8079061793732867,0.8171968274033328,2.7711066901560818e-14,0.08913461682752655,True,True,0.12407156242702051,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.14,0.84,0.98,0.14285714285714288,-0.21322441364902298,0.15123322733772993,0.807974796297205,0.8172676235768349,2.7931772238110454e-14,0.08924204102643687,True,True,0.1442503492727353,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.16,0.82,0.98,0.163265306122449,-0.21312613636310135,0.151246189186974,0.808054205769288,0.8173495486542315,2.8188759700791925e-14,0.08936624201084664,True,True,0.1644857446201858,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.18,0.8,0.98,0.1836734693877551,-0.2130145571356882,0.15126085412420534,0.8081443728635695,0.81744256616003,2.848279194362565e-14,0.08950715111272248,True,True,0.18475914958922768,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.2,0.78,0.98,0.20408163265306123,-0.21288972928991234,0.15127721001351055,0.8082452580812212,0.8175466348455216,2.8814742788863654e-14,0.08966469073710875,True,True,0.20505929090470157,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.22,0.76,0.98,0.22448979591836735,-0.21275171225434622,0.15129524336167857,0.8083568173941176,0.8176617087347999,2.918560018475681e-14,0.08983877446901092,True,True,0.22537894416176107,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.24,0.74,0.98,0.24489795918367346,-0.21260057149188177,0.1513149393418649,0.8084790022931687,0.8177877371758128,2.9596469537536504e-14,0.09002930719184804,True,True,0.24571326869407803,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.26,0.72,0.98,0.2653061224489796,-0.2124363784217853,0.15133628181946457,0.8086117598413002,0.8179246648963217,3.00485774243606e-14,0.09023618521714383,True,True,0.26605890063839804,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.28,0.7,0.98,0.28571428571428575,-0.212259210335125,0.15135925338011283,0.8087550327309594,0.818072432064636,3.054327569392301e-14,0.09045929642510067,True,True,0.28641343030874883,0,,,0.35,8,5,3
bo_2026-02-05_08-48-33,bo_2026-02-05_08-48-33,0.02,0.3,0.6799999999999999,0.98,0.30612244897959184,-0.21206915030378187,0.15138383535972616,0.808908759346009,0.8182309743549789,3.1082045962370757e-14,0.09069852041567045,True,True,0.2994360936450815,0,,,0.35,8,5,3
