Plate Type,96 WELL PLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set Temperature,Setpoint 25°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Preheat before moving to next step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shake,Orbital: 0:05 (MM:SS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Frequency: 282 cpm (3 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Kinetic,Runtime 0:10:00 (HH:MM:SS), Interval 0:00:30, 21 Reads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Read,Fluorescence Endpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A1..H7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Filter Set 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Excitation: 540,  Emission: 590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Optics: Top,  Gain: 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Light Source: Xenon Flash,  Lamp Energy: High,  Standard Dynamic Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Read Height: 6.25 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Kinetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,T° 540,590,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0:00:06,25.1,572,603,1111,1038,902,393,292,,,,,,672,793,1151,1019,868,397,320,,,,,,701,606,1200,967,840,377,290,,,,,,659,734,982,792,675,295,232,,,,,,605,717,987,909,657,273,239,,,,,,1017,935,1171,883,697,285,244,,,,,,1029,870,1272,823,709,264,224,,,,,,616,724,1167,949,720,307,202,,,,,,
0:00:36,25,1406,1202,1580,1420,1183,417,297,,,,,,1454,1499,1610,1308,1100,421,326,,,,,,1547,1042,1670,1277,1070,399,297,,,,,,1332,1354,1382,1048,806,312,237,,,,,,1170,1320,1384,1223,857,294,245,,,,,,1831,1575,1618,1174,901,298,252,,,,,,1833,1471,1738,1072,903,275,231,,,,,,1096,1142,1520,1236,886,318,205,,,,,,
0:01:06,25,2132,1762,2039,1792,1442,440,298,,,,,,2201,2167,2034,1607,1318,431,332,,,,,,2381,1455,2101,1602,1263,412,303,,,,,,1991,1941,1777,1305,946,323,242,,,,,,1737,1884,1750,1528,1032,316,246,,,,,,2617,2203,2044,1474,1096,313,259,,,,,,2565,2057,2199,1313,1087,293,232,,,,,,1584,1568,1810,1515,1054,329,206,,,,,,
0:01:36,25,2819,2271,2469,2126,1684,460,307,,,,,,2923,2780,2442,1994,1543,449,336,,,,,,3111,1853,2536,1847,1468,419,308,,,,,,2604,2533,2144,1537,1085,333,244,,,,,,2268,2433,2089,1821,1210,329,249,,,,,,3318,2769,2457,1761,1292,322,265,,,,,,3273,2592,2646,1547,1272,302,238,,,,,,2009,1935,2148,1733,1235,337,216,,,,,,
0:02:06,25,3456,2763,2878,2450,1940,485,309,,,,,,3578,3359,2874,2356,1745,464,343,,,,,,3773,2252,2942,2156,1661,430,311,,,,,,3237,3086,2529,1773,1215,347,247,,,,,,2766,2925,2448,2103,1380,346,255,,,,,,4025,3344,2864,2036,1482,335,271,,,,,,3952,3153,3066,1774,1458,316,238,,,,,,2294,2188,2488,1960,1391,348,209,,,,,,
0:02:36,25.1,4055,3224,3239,2765,2196,506,313,,,,,,4157,3902,3272,2672,1960,476,349,,,,,,4425,2625,3318,2422,1880,433,312,,,,,,3810,3592,2865,2016,1349,358,248,,,,,,3285,3418,2767,2370,1538,362,260,,,,,,4654,3831,3230,2306,1673,347,274,,,,,,4525,3653,3461,2003,1637,328,246,,,,,,2552,2410,2828,2166,1563,354,213,,,,,,
0:03:06,25,4627,3662,3629,3077,2431,520,314,,,,,,4749,4369,3688,2908,2157,490,355,,,,,,4970,2978,3653,2732,2060,446,316,,,,,,4390,4056,3207,2265,1478,370,254,,,,,,3725,3886,3085,2649,1725,370,263,,,,,,5236,4368,3599,2564,1858,363,278,,,,,,5115,4124,3842,2233,1833,340,246,,,,,,2783,2615,3185,2435,1715,359,214,,,,,,
0:03:36,25,5172,4102,3987,3369,2680,549,324,,,,,,5257,4872,4022,3077,2347,509,355,,,,,,5474,3307,3999,2974,2251,453,317,,,,,,4892,4510,3568,2486,1606,382,254,,,,,,4164,4328,3422,2909,1907,382,265,,,,,,5778,4826,3945,2808,2039,376,280,,,,,,5631,4562,4210,2457,2013,352,251,,,,,,3061,2856,3468,2693,1883,372,217,,,,,,
0:04:06,25.1,5787,4517,4353,3626,2920,566,330,,,,,,5777,5315,4333,3299,2528,517,361,,,,,,5961,3653,4310,3231,2425,471,320,,,,,,5354,4938,3866,2717,1736,391,258,,,,,,4608,4731,3721,3172,2048,397,270,,,,,,6239,5244,4283,3072,2223,390,285,,,,,,6127,4982,4550,2649,2181,366,258,,,,,,3346,3105,3784,2900,2014,383,217,,,,,,
0:04:36,25,6323,4965,4696,3976,3131,585,333,,,,,,6270,5722,4639,3468,2734,534,368,,,,,,6416,3965,4618,3368,2599,489,319,,,,,,5802,5315,4154,2947,1861,406,262,,,,,,4986,5137,4025,3405,2199,410,271,,,,,,6740,5657,4614,3324,2400,402,289,,,,,,6602,5374,4901,2864,2366,378,261,,,,,,3634,3350,4088,3139,2187,386,220,,,,,,
0:05:06,25,6691,5374,5040,4162,3372,610,339,,,,,,6716,6171,4962,3700,2884,542,371,,,,,,6889,4291,4863,3643,2762,500,323,,,,,,6184,5705,4460,3150,1988,418,265,,,,,,5353,5478,4351,3673,2377,426,273,,,,,,7113,6048,4927,3555,2578,416,293,,,,,,6984,5744,5189,3090,2527,389,262,,,,,,3906,3588,4355,3361,2336,397,223,,,,,,
0:05:36,25,7099,5776,5334,4473,3573,636,339,,,,,,7093,6450,5252,3935,3110,562,374,,,,,,7230,4608,5192,3759,2901,520,323,,,,,,6558,6028,4752,3390,2107,430,265,,,,,,5723,5854,4625,3877,2539,439,278,,,,,,7493,6370,5219,3821,2765,431,297,,,,,,7363,6075,5532,3294,2704,406,266,,,,,,4171,3815,4655,3568,2477,405,224,,,,,,
0:06:06,25,7441,6161,5659,4710,3795,650,345,,,,,,7494,6729,5537,4166,3267,577,379,,,,,,7542,4864,5480,3951,2992,529,334,,,,,,6799,6342,4989,3569,2232,441,271,,,,,,6113,6188,4878,4136,2697,452,282,,,,,,7829,6714,5492,4021,2922,443,302,,,,,,7667,6391,5802,3495,2866,418,268,,,,,,4416,4022,4891,3794,2640,415,225,,,,,,
0:06:36,25,7783,6469,5894,4945,3989,673,346,,,,,,7826,7067,5810,4408,3435,593,380,,,,,,7835,5187,5744,4162,3227,541,330,,,,,,7123,6648,5266,3796,2345,452,274,,,,,,6417,6491,5126,4342,2865,469,288,,,,,,8091,6997,5776,4258,3110,456,310,,,,,,7994,6731,6063,3683,3034,430,277,,,,,,4677,4250,5124,4000,2783,423,226,,,,,,
0:07:06,25,8138,6780,6173,5164,4183,702,355,,,,,,8170,7317,6095,4629,3614,603,388,,,,,,8161,5401,5933,4299,3307,551,335,,,,,,7346,6947,5526,3964,2484,465,278,,,,,,6676,6768,5349,4580,3026,483,289,,,,,,8353,7265,6061,4491,3257,470,313,,,,,,8250,6996,6310,3895,3189,444,279,,,,,,4841,4398,5427,4209,2929,439,234,,,,,,
0:07:36,25,8404,7108,6404,5366,4379,712,356,,,,,,8502,7687,6278,4796,3770,617,392,,,,,,8349,5694,6179,4553,3468,564,336,,,,,,7541,7202,5776,4172,2608,477,280,,,,,,6979,7046,5629,4803,3177,494,298,,,,,,8600,7628,6336,4672,3434,483,315,,,,,,8491,7262,6558,4096,3346,456,279,,,,,,5060,4582,5610,4364,3075,439,241,,,,,,
0:08:06,25.1,8671,7386,6710,5633,4580,739,361,,,,,,8732,7907,6524,5020,3948,630,397,,,,,,8567,5937,6381,4727,3661,581,341,,,,,,7719,7407,5976,4361,2706,485,281,,,,,,7236,7283,5852,5000,3317,511,298,,,,,,8793,7788,6577,4888,3580,493,318,,,,,,8746,7499,6805,4251,3486,468,284,,,,,,5205,4701,5843,4545,3203,446,235,,,,,,
0:08:36,25,8871,7598,6876,5861,4777,762,367,,,,,,9076,8106,6813,5209,4113,643,399,,,,,,8811,6236,6579,4974,3806,595,343,,,,,,7898,7648,6224,4531,2829,499,286,,,,,,7487,7528,6088,5205,3486,524,303,,,,,,8963,8026,6787,5085,3742,510,323,,,,,,8898,7728,7059,4451,3650,487,287,,,,,,5356,4835,6084,4712,3346,456,235,,,,,,
0:09:06,25,9185,7893,7108,6048,4948,781,370,,,,,,9224,8320,6989,5407,4275,662,409,,,,,,9018,6405,6819,5153,3958,610,348,,,,,,8009,7841,6441,4706,2961,516,286,,,,,,7736,7781,6313,5421,3642,543,306,,,,,,9048,8240,7036,5312,3907,519,327,,,,,,8943,7958,7187,4600,3796,499,291,,,,,,5473,4930,6264,4937,3492,468,238,,,,,,
0:09:36,25.1,9206,8049,7337,6314,5129,804,375,,,,,,9493,8510,7227,5584,4435,680,407,,,,,,9110,6628,6974,5351,4095,618,356,,,,,,8203,8006,6601,4881,3054,523,293,,,,,,7945,8016,6477,5618,3783,553,311,,,,,,9063,8403,7159,5451,4064,529,332,,,,,,8892,8107,7429,4804,3947,510,296,,,,,,5609,5048,6434,5097,3632,475,248,,,,,,
0:10:06,25,9360,8261,7514,6509,5303,825,375,,,,,,9650,8697,7490,5770,4607,686,414,,,,,,9214,6864,7037,5486,4246,633,357,,,,,,8246,8220,6824,5084,3187,534,296,,,,,,8143,8178,6687,5836,3908,569,315,,,,,,8914,8589,7423,5672,4223,545,338,,,,,,8826,8314,7615,4972,4115,521,302,,,,,,5738,5160,6656,5258,3753,484,241,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1436200,1077800,884600,706000,515400,45400,11800,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.997,0.998,0.999,0.999,0.999,0.999,0.962,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,0:04:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????,?????,?????,?????,?????,?????,0:01:03,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:00:06,0:00:06,0:00:06,0:00:06,0:00:06,0:00:06,0:03:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:02:06,0:02:06,0:02:06,0:02:06,0:02:06,0:02:06,0:05:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,best,best,best,best,best,best,good,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,1456200,1282600,855600,695400,439400,32400,11800,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.999,0.998,1,0.998,0.999,0.987,0.995,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:06,0:01:06,0:01:06,0:01:36,0:01:06,0:01:06,0:02:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????,?????,?????,0:00:12,?????,?????,0:00:09,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:00:06,0:00:06,0:00:06,0:00:36,0:00:06,0:00:06,0:01:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:02:06,0:02:06,0:02:06,0:02:36,0:02:06,0:02:06,0:03:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,best,best,best,best,best,best,best,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,1541600,820600,870000,589600,408000,32600,10600,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.997,1,0.999,0.998,0.999,0.994,0.979,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,0:04:36,0:01:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????,?????,?????,?????,?????,0:01:14,?????,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:00:06,0:00:06,0:00:06,0:00:06,0:00:06,0:03:36,0:00:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:02:06,0:02:06,0:02:06,0:02:06,0:02:06,0:05:36,0:02:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,best,best,best,best,best,best,good,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,1285600,1176600,771200,490200,271800,25000,7400,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,0.999,1,0.991,0.97,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????,?????,?????,?????,0:00:06,?????,?????,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:00:06,0:00:06,0:00:06,0:00:06,0:00:06,0:00:06,0:00:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:02:06,0:02:06,0:02:06,0:02:06,0:02:06,0:02:06,0:02:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,best,best,best,best,best,best,good,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,1084000,1105800,725400,597200,359800,36200,9400,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.999,0.999,0.999,1,0.999,0.991,0.952,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,0:06:36,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????,?????,?????,?????,?????,?????,0:01:30,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
