Plate Type,96 WELL PLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set Temperature,Setpoint 25°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Preheat before moving to next step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shake,Orbital: 0:05 (MM:SS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Frequency: 282 cpm (3 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Kinetic,Runtime 0:10:00 (HH:MM:SS), Interval 0:00:30, 21 Reads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Read,Fluorescence Endpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A1..H7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Filter Set 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Excitation: 540,  Emission: 590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Optics: Top,  Gain: 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Light Source: Xenon Flash,  Lamp Energy: High,  Standard Dynamic Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Read Height: 6.25 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Kinetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,T° 540,590,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0:00:06,25,412,664,669,723,655,363,322,,,,,,672,714,737,741,605,330,315,,,,,,694,714,730,667,584,290,263,,,,,,947,725,703,702,551,263,227,,,,,,772,725,731,713,569,276,251,,,,,,1054,995,879,825,644,301,280,,,,,,1113,1047,789,816,641,257,262,,,,,,658,785,1190,797,609,331,306,,,,,,
0:00:36,25,884,1347,1124,1122,930,393,330,,,,,,1437,1298,1190,1095,835,354,326,,,,,,1523,1364,1189,1003,802,313,270,,,,,,1930,1300,1126,1048,743,277,230,,,,,,1540,1262,1154,1037,764,292,254,,,,,,1931,1627,1353,1193,878,316,288,,,,,,1986,1697,1152,1156,857,274,267,,,,,,1065,1123,1479,1076,780,340,309,,,,,,
0:01:06,25,1351,2007,1552,1499,1197,418,337,,,,,,2200,1895,1602,1440,1056,372,328,,,,,,2338,1995,1629,1293,1017,326,270,,,,,,2879,1861,1542,1395,930,291,237,,,,,,2268,1789,1598,1364,965,302,262,,,,,,2789,2214,1822,1542,1111,331,294,,,,,,2819,2347,1528,1496,1069,287,271,,,,,,1568,1581,1825,1362,945,346,311,,,,,,
0:01:36,25,1793,2658,1973,1861,1465,442,341,,,,,,2921,2472,2001,1777,1283,385,327,,,,,,3124,2598,2045,1614,1229,344,277,,,,,,3786,2384,1961,1714,1118,307,240,,,,,,2942,2300,2015,1682,1164,318,264,,,,,,3580,2771,2272,1902,1335,343,301,,,,,,3621,2958,1870,1824,1285,293,273,,,,,,2023,1995,2140,1639,1107,362,312,,,,,,
0:02:06,25.1,2209,3235,2396,2219,1718,462,350,,,,,,3571,3027,2377,2111,1484,403,330,,,,,,3832,3159,2465,1960,1416,357,280,,,,,,4581,2876,2364,2023,1306,320,237,,,,,,3612,2781,2427,2000,1352,332,269,,,,,,4306,3330,2709,2229,1557,355,299,,,,,,4322,3525,2232,2149,1483,310,281,,,,,,2262,2204,2537,1901,1263,368,317,,,,,,
0:02:36,25,2636,3757,2805,2645,1988,484,350,,,,,,4181,3518,2783,2417,1702,416,331,,,,,,4514,3641,2846,2257,1615,368,286,,,,,,5338,3379,2754,2338,1485,330,244,,,,,,4215,3257,2813,2325,1554,343,270,,,,,,4965,3834,3135,2571,1785,366,307,,,,,,5003,4056,2560,2464,1697,324,281,,,,,,2570,2501,2803,2170,1412,371,317,,,,,,
0:03:06,25,3031,4262,3173,3000,2247,507,356,,,,,,4742,3991,3154,2719,1928,431,336,,,,,,5072,4114,3182,2530,1815,383,291,,,,,,5951,3822,3129,2660,1673,346,247,,,,,,4745,3687,3181,2630,1748,356,277,,,,,,5581,4333,3531,2909,1993,378,311,,,,,,5638,4590,2903,2778,1895,334,285,,,,,,2776,2665,3217,2405,1573,377,320,,,,,,
0:03:36,25.1,3412,4748,3520,3316,2477,528,361,,,,,,5298,4484,3469,3000,2126,445,338,,,,,,5623,4604,3511,2837,1999,382,289,,,,,,6568,4248,3481,2965,1863,360,249,,,,,,5290,4110,3561,2910,1954,373,278,,,,,,6203,4814,3963,3222,2222,392,312,,,,,,6185,5048,3211,3072,2098,347,289,,,,,,3030,2918,3449,2663,1721,384,325,,,,,,
0:04:06,25,3814,5190,3863,3618,2718,547,364,,,,,,5788,4934,3821,3317,2291,463,344,,,,,,6090,4996,3884,3086,2179,395,293,,,,,,7044,4648,3829,3276,2038,373,253,,,,,,5762,4526,3914,3235,2141,382,283,,,,,,6717,5219,4335,3521,2445,407,315,,,,,,6722,5489,3542,3367,2277,360,292,,,,,,3332,3166,3791,2905,1887,393,327,,,,,,
0:04:36,25,4167,5644,4183,3959,2976,570,370,,,,,,6276,5317,4142,3597,2470,473,345,,,,,,6557,5377,4185,3326,2299,403,297,,,,,,7524,5065,4165,3578,2201,389,256,,,,,,6212,4910,4262,3503,2350,394,286,,,,,,7252,5625,4688,3808,2631,418,321,,,,,,7167,5880,3847,3637,2491,370,295,,,,,,3644,3462,4043,3164,2034,406,326,,,,,,
0:05:06,25,4553,6027,4550,4283,3180,593,374,,,,,,6695,5669,4488,3833,2662,483,350,,,,,,7037,5786,4529,3573,2422,412,300,,,,,,7883,5440,4497,3855,2386,401,259,,,,,,6587,5249,4554,3767,2507,407,290,,,,,,7721,6027,5051,4094,2859,434,322,,,,,,7599,6332,4153,3910,2671,387,299,,,,,,3865,3644,4383,3402,2183,408,330,,,,,,
0:05:36,25,4903,6398,4849,4611,3397,616,378,,,,,,7130,6004,4764,4116,2846,499,353,,,,,,7440,6093,4829,3815,2591,431,306,,,,,,8199,5810,4808,4140,2556,417,258,,,,,,6993,5598,4912,4033,2694,424,295,,,,,,8095,6365,5421,4393,3054,448,327,,,,,,7986,6624,4421,4192,2857,397,301,,,,,,4130,3905,4625,3603,2330,416,335,,,,,,
0:06:06,25,5275,6708,5174,4880,3602,634,383,,,,,,7528,6356,5089,4384,3036,508,357,,,,,,7736,6458,5127,4077,2800,447,307,,,,,,8405,6104,5115,4402,2717,431,262,,,,,,7280,5931,5215,4310,2865,437,296,,,,,,8477,6730,5737,4664,3235,456,329,,,,,,8321,6961,4698,4450,3044,411,306,,,,,,4458,4201,4902,3828,2482,426,336,,,,,,
0:06:36,25,5712,7079,5433,5131,3839,656,387,,,,,,7907,6746,5371,4636,3211,527,360,,,,,,8022,6654,5437,4281,2964,456,308,,,,,,8678,6468,5408,4650,2891,446,267,,,,,,7607,6246,5517,4553,3018,453,301,,,,,,8784,7031,6053,4900,3446,473,337,,,,,,8622,7317,5014,4718,3243,423,311,,,,,,4644,4345,5120,4032,2637,437,337,,,,,,
0:07:06,25,6042,7321,5740,5457,4018,674,389,,,,,,8172,7099,5614,4918,3394,534,364,,,,,,8241,6847,5723,4514,3130,475,314,,,,,,8797,6753,5682,4869,3032,456,269,,,,,,7860,6553,5763,4817,3196,467,305,,,,,,9011,7362,6334,5166,3640,484,338,,,,,,8883,7618,5242,4939,3399,435,314,,,,,,4836,4522,5466,4262,2761,442,343,,,,,,
0:07:36,25,6328,7570,5994,5713,4247,702,397,,,,,,8499,7462,5844,5134,3574,547,369,,,,,,8451,7172,5963,4724,3306,482,315,,,,,,8975,7071,5962,5148,3184,475,268,,,,,,8164,6774,6064,5041,3374,481,309,,,,,,9323,7652,6637,5440,3829,499,346,,,,,,9089,7887,5531,5197,3587,450,318,,,,,,5071,4730,5588,4488,2917,446,344,,,,,,
0:08:06,25,6718,7884,6225,5964,4434,725,403,,,,,,8711,7725,6165,5403,3712,563,370,,,,,,8661,7323,6245,4964,3461,495,318,,,,,,9062,7303,6206,5392,3358,481,272,,,,,,8360,7072,6336,5297,3512,493,314,,,,,,9516,7888,6943,5665,4012,517,349,,,,,,9261,8170,5771,5405,3770,466,323,,,,,,5240,4908,5887,4734,3089,460,343,,,,,,
0:08:36,25.1,6962,8119,6507,6118,4632,747,406,,,,,,9023,7930,6354,5584,3938,576,373,,,,,,8953,7515,6468,5113,3626,511,322,,,,,,9144,7589,6490,5598,3538,500,276,,,,,,8588,7289,6550,5483,3680,506,319,,,,,,9621,8160,7204,5899,4183,525,350,,,,,,9468,8362,6025,5640,3954,479,325,,,,,,5379,5012,6071,4889,3232,466,349,,,,,,
0:09:06,25,7173,8329,6726,6402,4828,764,410,,,,,,9192,8107,6574,5855,4066,596,380,,,,,,9040,7722,6757,5373,3766,520,326,,,,,,9243,7814,6762,5831,3666,515,281,,,,,,8698,7522,6807,5741,3861,519,322,,,,,,9605,8316,7418,6117,4387,537,357,,,,,,9476,8552,6226,5843,4106,490,328,,,,,,5440,5065,6269,5100,3357,478,352,,,,,,
0:09:36,25,7501,8532,6955,6620,4978,794,414,,,,,,9410,8283,6849,6051,4237,611,382,,,,,,9292,7925,6936,5558,3927,532,327,,,,,,9319,8021,6967,6065,3827,529,280,,,,,,8879,7734,6941,5949,4001,539,328,,,,,,9572,8516,7685,6314,4532,553,362,,,,,,9458,8749,6463,6043,4285,502,331,,,,,,5563,5198,6398,5337,3476,485,355,,,,,,
0:10:06,25,7643,8697,7152,6852,5179,814,422,,,,,,9577,8422,7085,6294,4417,616,385,,,,,,9429,8109,7170,5753,4076,541,334,,,,,,9330,8289,7228,6253,3966,538,285,,,,,,8960,7961,7176,6177,4155,549,328,,,,,,9420,8652,7938,6534,4719,566,368,,,,,,9356,8876,6721,6309,4459,519,333,,,,,,5787,5375,6674,5467,3587,493,353,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,900600,1290600,860600,757200,532200,49400,13400,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.999,0.999,1,0.999,1,0.995,0.989,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:06,0:01:06,0:01:06,0:02:06,0:01:06,0:01:06,0:01:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:00:06,0:00:06,0:00:06,0:01:06,0:00:06,0:00:06,0:00:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:02:06,0:02:06,0:02:06,0:03:06,0:02:06,0:02:06,0:02:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,best,best,best,best,best,best,best,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,1456400,1160000,818200,684400,441200,35400,7800,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.999,1,0.999,1,0.999,0.989,0.993,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,0:06:36,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????,?????,?????,?????,?????,?????,0:00:45,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:00:06,0:00:06,0:00:06,0:00:06,0:00:06,0:00:06,0:05:36,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:02:06,0:02:06,0:02:06,0:02:06,0:02:06,0:02:06,0:07:36,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,best,best,best,best,best,best,best,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,1575400,1224800,865200,639400,418200,33000,10200,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.999,0.999,1,0.999,0.999,0.99,0.99,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,0:02:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????,?????,?????,?????,?????,?????,0:00:21,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:00:06,0:00:06,0:00:06,0:00:06,0:00:06,0:00:06,0:01:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:02:06,0:02:06,0:02:06,0:02:06,0:02:06,0:02:06,0:03:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,best,best,best,best,best,best,best,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,1824800,1077200,831400,661600,377000,29000,7400,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.998,0.999,1,0.999,1,0.999,0.951,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:06,0:01:06,0:01:06,0:01:06,0:01:06,0:03:36,0:03:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????,?????,?????,?????,?????,0:00:16,0:00:32,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:00:06,0:00:06,0:00:06,0:00:06,0:00:06,0:02:36,0:02:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:02:06,0:02:06,0:02:06,0:02:06,0:02:06,0:04:36,0:04:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,best,best,best,best,best,best,good,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,1416400,1030000,850600,643800,397000,29800,9200,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.999,1,1,1,1,0.999,0.971,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:06,0:01:06,0:01:06,0:01:06,0:03:36,0:06:06,0:01:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????,?????,?????,?????,0:00:07,0:00:41,0:00:07,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
