Plate Type,96 WELL PLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set Temperature,Setpoint 25°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Preheat before moving to next step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shake,Orbital: 0:05 (MM:SS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Frequency: 282 cpm (3 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Kinetic,Runtime 0:10:00 (HH:MM:SS), Interval 0:00:30, 21 Reads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Read,Fluorescence Endpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A1..H7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Filter Set 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Excitation: 540,  Emission: 590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Optics: Top,  Gain: 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Light Source: Xenon Flash,  Lamp Energy: High,  Standard Dynamic Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Read Height: 6.25 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Kinetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,T° 540,590,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0:00:06,25,78,70,68,54,52,22,16,,,,,,112,140,96,90,88,36,20,,,,,,202,202,170,118,108,72,38,,,,,,232,206,178,128,118,48,36,,,,,,216,208,154,128,88,34,28,,,,,,260,216,176,96,80,34,30,,,,,,206,194,130,132,98,34,30,,,,,,238,234,166,144,86,44,42,,,,,,
0:00:36,25,350,306,224,172,134,36,22,,,,,,410,346,278,214,188,58,28,,,,,,414,426,308,236,184,88,42,,,,,,446,426,290,246,214,58,42,,,,,,422,382,270,206,148,60,24,,,,,,486,382,268,194,162,34,22,,,,,,410,316,224,180,134,54,32,,,,,,372,348,290,220,150,52,36,,,,,,
0:01:06,25,530,424,326,218,170,52,32,,,,,,572,528,438,342,268,76,42,,,,,,602,584,412,272,242,88,40,,,,,,606,580,478,348,312,92,44,,,,,,626,548,406,320,202,62,26,,,,,,628,590,396,250,156,50,28,,,,,,602,492,352,214,154,64,34,,,,,,450,490,394,284,170,68,24,,,,,,
0:01:36,25,690,540,424,324,222,60,42,,,,,,654,690,534,434,330,98,50,,,,,,760,728,576,380,298,108,64,,,,,,814,728,602,440,362,138,58,,,,,,772,726,486,414,302,78,54,,,,,,834,740,452,322,232,50,34,,,,,,698,552,416,302,206,60,46,,,,,,560,634,484,322,212,76,40,,,,,,
0:02:06,25,826,698,550,366,256,84,34,,,,,,758,832,638,474,404,96,60,,,,,,810,894,602,488,372,120,60,,,,,,840,792,724,518,376,132,64,,,,,,864,818,606,484,344,94,46,,,,,,830,884,624,370,298,62,46,,,,,,786,626,504,346,282,106,38,,,,,,538,648,606,374,272,74,46,,,,,,
0:02:36,25,810,784,604,458,344,88,38,,,,,,740,752,740,630,452,134,60,,,,,,776,768,738,556,422,130,84,,,,,,720,816,762,592,464,148,80,,,,,,770,810,730,550,410,104,60,,,,,,806,744,684,466,344,76,48,,,,,,746,772,608,382,280,104,54,,,,,,544,750,584,424,336,74,36,,,,,,
0:03:06,25.1,752,818,674,500,362,100,54,,,,,,724,700,814,666,518,144,54,,,,,,670,690,806,656,456,136,58,,,,,,688,738,844,730,496,176,70,,,,,,700,736,796,614,450,134,60,,,,,,724,806,690,508,358,98,48,,,,,,678,764,600,476,344,106,50,,,,,,458,654,702,440,358,90,32,,,,,,
0:03:36,25,730,772,742,578,380,106,40,,,,,,590,644,806,776,648,178,72,,,,,,650,682,780,736,544,170,106,,,,,,606,748,746,750,552,218,104,,,,,,614,628,860,684,526,130,70,,,,,,632,654,784,600,412,80,58,,,,,,586,754,696,508,408,136,42,,,,,,450,618,790,578,398,108,44,,,,,,
0:04:06,25,566,700,780,632,426,114,58,,,,,,588,568,732,820,664,170,68,,,,,,646,626,758,770,582,166,66,,,,,,620,572,674,814,682,236,94,,,,,,564,582,744,744,550,158,76,,,,,,584,620,860,566,482,114,38,,,,,,568,634,736,592,436,124,76,,,,,,420,578,796,606,418,92,52,,,,,,
0:04:36,25,590,606,782,694,540,142,60,,,,,,484,562,660,758,702,190,112,,,,,,540,574,618,796,636,214,98,,,,,,496,514,668,724,738,266,102,,,,,,550,486,654,796,632,154,62,,,,,,528,504,764,630,530,108,48,,,,,,554,584,824,606,508,154,58,,,,,,420,506,818,614,490,144,46,,,,,,
0:05:06,25,530,610,766,734,560,148,66,,,,,,474,532,582,788,780,196,92,,,,,,450,484,618,810,708,206,88,,,,,,472,506,576,742,806,276,124,,,,,,456,472,612,758,632,174,98,,,,,,506,466,712,766,564,114,58,,,,,,442,532,772,642,510,174,98,,,,,,374,462,740,668,506,130,62,,,,,,
0:05:36,25,452,530,684,832,578,164,66,,,,,,442,468,552,736,720,226,94,,,,,,464,468,592,762,702,224,94,,,,,,488,496,520,714,818,256,134,,,,,,426,424,554,764,752,220,76,,,,,,390,448,648,808,602,126,62,,,,,,462,494,726,650,528,178,96,,,,,,368,470,778,674,548,138,64,,,,,,
0:06:06,25,436,486,638,798,574,194,60,,,,,,386,368,498,624,838,278,96,,,,,,390,428,550,716,794,246,96,,,,,,412,470,534,624,840,288,130,,,,,,398,418,550,762,702,192,82,,,,,,354,440,582,814,610,138,66,,,,,,430,446,646,758,600,222,82,,,,,,332,396,648,778,566,146,74,,,,,,
0:06:36,25,410,420,556,832,628,196,74,,,,,,360,326,516,584,812,284,102,,,,,,400,368,472,644,754,272,102,,,,,,352,372,448,576,782,350,140,,,,,,324,348,500,714,826,218,106,,,,,,346,404,536,872,722,142,66,,,,,,376,438,572,776,578,204,82,,,,,,310,384,612,782,642,170,68,,,,,,
0:07:06,25,364,404,510,774,714,182,66,,,,,,316,308,432,556,752,282,100,,,,,,336,378,458,604,744,276,108,,,,,,352,348,406,512,708,332,162,,,,,,340,336,462,652,790,238,96,,,,,,328,386,502,854,628,158,68,,,,,,356,406,570,762,652,212,98,,,,,,256,368,564,780,652,166,72,,,,,,
0:07:36,25,356,382,510,700,720,206,84,,,,,,284,328,374,498,702,300,126,,,,,,314,352,400,544,774,268,146,,,,,,290,338,326,462,668,372,136,,,,,,304,340,378,604,902,238,120,,,,,,318,322,454,796,750,174,64,,,,,,350,342,512,806,686,264,110,,,,,,236,292,510,774,612,190,68,,,,,,
0:08:06,25,296,320,428,638,786,202,100,,,,,,292,294,376,492,710,374,134,,,,,,310,308,336,484,674,300,124,,,,,,266,290,326,402,564,372,186,,,,,,298,280,368,562,816,292,110,,,,,,332,302,440,730,742,156,86,,,,,,312,336,446,754,704,244,106,,,,,,264,274,448,748,710,202,98,,,,,,
0:08:36,25,290,296,426,642,774,228,84,,,,,,272,250,318,436,668,358,132,,,,,,282,278,352,456,622,366,142,,,,,,282,258,318,388,570,420,184,,,,,,286,276,348,516,762,288,134,,,,,,248,266,380,664,740,186,94,,,,,,284,324,418,704,762,250,122,,,,,,242,236,396,702,712,184,96,,,,,,
0:09:06,25,240,298,392,542,830,248,78,,,,,,242,272,314,398,604,396,142,,,,,,272,312,350,428,626,324,134,,,,,,252,256,308,376,502,432,186,,,,,,256,292,318,442,724,328,138,,,,,,242,280,358,664,868,196,82,,,,,,270,280,392,640,758,290,128,,,,,,196,238,408,700,802,190,70,,,,,,
0:09:36,25.1,228,272,326,508,882,256,98,,,,,,252,218,306,324,508,372,152,,,,,,250,232,292,440,546,366,136,,,,,,212,250,278,414,500,476,206,,,,,,236,246,318,444,698,282,126,,,,,,236,222,342,542,862,204,90,,,,,,232,254,378,632,840,278,144,,,,,,194,264,352,594,834,206,98,,,,,,
0:10:06,25,220,236,304,502,824,278,100,,,,,,218,252,222,360,450,426,144,,,,,,252,242,246,352,540,394,150,,,,,,182,210,246,314,462,482,212,,,,,,202,210,242,366,556,336,152,,,,,,206,214,294,538,828,198,86,,,,,,230,254,354,550,820,304,142,,,,,,168,196,340,570,862,208,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-5200,-4600,-6400,-5200,-7200,-6600,-6600,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.955,0.743,0.749,0.966,0.75,0.893,0.965,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:09:06,0:05:06,0:04:36,0:08:36,0:03:36,0:02:36,0:01:36,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:06:57,0:03:40,0:03:47,0:04:45,0:02:53,0:01:14,0:00:58,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:08:06,0:04:06,0:03:36,0:07:36,0:02:36,0:01:36,0:00:36,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:10:06,0:06:06,0:05:36,0:09:36,0:04:36,0:03:36,0:02:36,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,good,OUT-,OUT-,good,OUT-,OUT-,good,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OUT-,OUT-,OUT-,OUT-,OUT-,OUT-,OUT-,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,-6800,-6000,-8000,-6800,-7000,-6400,-8200,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.99,0.957,0.875,0.909,0.988,0.973,0.996,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:02:36,0:03:36,0:02:36,0:03:06,0:03:06,0:01:06,0:02:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:41,0:01:26,0:01:35,0:01:24,0:01:15,0:00:06,0:00:54,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:36,0:02:36,0:01:36,0:02:06,0:02:06,0:00:06,0:01:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:03:36,0:04:36,0:03:36,0:04:06,0:04:06,0:02:06,0:03:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,best,good,OUT-,OUT-,best,good,best,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OUT-,OUT-,OUT-,OUT-,OUT-,OUT-,OUT-,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,-6600,-6800,-7800,-8600,2200,-11400,-29400,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.899,0.912,0.983,0.906,0.917,0.991,0.979,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:03:06,0:02:06,0:01:06,0:08:06,0:02:06,0:01:36,0:02:36,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:00:28,?????,0:00:11,0:02:52,0:01:55,0:00:22,0:00:29,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:02:06,0:01:06,0:00:06,0:07:06,0:01:06,0:00:36,0:01:36,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:04:06,0:03:06,0:02:06,0:09:06,0:03:06,0:02:36,0:03:36,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OUT-,OUT-,best,OUT-,OUT-,best,good,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OUT-,OUT-,OUT-,OUT-,,OUT-,OUT-,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,-11200,-11400,-15000,-25000,-9400,-108800,-92400,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.958,0.973,0.995,0.997,0.928,0.989,0.88,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:04:06,0:01:06,0:02:06,0:03:06,0:01:36,0:01:36,0:03:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:18,0:00:13,0:00:32,0:00:58,0:00:26,0:00:11,0:01:08,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:03:06,0:00:06,0:01:06,0:02:06,0:00:36,0:00:36,0:02:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:05:06,0:02:06,0:03:06,0:04:06,0:02:36,0:02:36,0:04:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,good,good,best,best,OUT-,best,OUT-,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OUT-,OUT-,OUT-,OUT-,OUT-,OUT-,OUT-,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,-45200,2033400,600,600,600,-600,-1200,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.959,0.995,0.281,0.75,0.75,0.75,0.529,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:05:06,0:01:06,0:05:06,0:03:36,0:03:36,0:01:36,0:05:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:26,?????,0:04:06,0:02:56,0:04:16,0:02:36,0:04:56,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:04:06,0:00:06,0:04:06,0:02:36,0:02:36,0:00:36,0:04:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:06:06,0:02:06,0:06:06,0:04:36,0:04:36,0:02:36,0:06:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,good,best,OUT-,OUT-,OUT-,OUT-,OUT-,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OUT-,,,,,OUT-,OUT-,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
