run_id,bo_run_id,frac_MPC,frac_BMA,frac_MTAC,y,x,pred_log_fog_mean,pred_log_fog_std,pred_fog_median,pred_fog_mean,ei,ucb,constraint_sum_ok,constraint_bounds_ok,min_dist_to_train,selected,selection_reason,selection_order,policy_exploration_ratio,policy_n_total,policy_n_unique,policy_n_exploit,policy_n_explore,policy_n_anchor,policy_n_replicate
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.02,0.96,0.98,0.020408163265306124,0.16951065114974012,0.17642942432259415,1.1847249656489294,1.2033078690917085,2.1784792405103447e-20,0.5223694997949284,True,True,0.02857434387459126,0,,,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.04,0.94,0.98,0.04081632653061225,0.18782670533415663,0.1789701070264097,1.206624395659021,1.2261042357934988,1.6423675419823264e-19,0.5457669193869761,True,True,0.04545297032597058,0,,,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.06,0.9199999999999999,0.98,0.061224489795918366,0.1983810852871556,0.1792377877961163,1.2194270109792826,1.2391729454039075,3.069018113033175e-19,0.5568566608793881,True,True,0.06440837019185094,0,,,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.08,0.9,0.98,0.0816326530612245,0.2050138183819888,0.17925247907344233,1.2275420274906232,1.2474226516163898,4.2535792971631108e-19,0.5635187765288734,True,True,0.08404695143676685,0,,,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.1,0.88,0.98,0.10204081632653061,0.20979803278510653,0.17925305148644669,1.233428922594535,1.2534050163803905,5.355961866390276e-19,0.5683041357579999,True,True,0.10398234560051411,0,,,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.12,0.86,0.98,0.12244897959183673,0.2133020993531226,0.17925306960428475,1.23775852081634,1.2578047390309632,6.336910374344757e-19,0.571808238561692,True,True,0.12407156242702051,0,,,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.14,0.84,0.98,0.14285714285714288,0.21564703320052414,0.1792530701034808,1.240664388368757,1.2607576689091227,7.090287666897754e-19,0.5741531734074857,True,True,0.1442503492727353,0,,,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.16,0.82,0.98,0.163265306122449,0.2168553396650593,0.1792530701159396,1.2421643972222371,1.2622819712802424,7.512324221597971e-19,0.5753614798969385,True,True,0.1644857446201858,0,,,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.18,0.8,0.98,0.1836734693877551,0.21693086437314513,0.17925307011622837,1.2422582148684627,1.2623773083578178,7.539511434950852e-19,0.5754370046056019,True,True,0.18475914958922768,0,,,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.2,0.78,0.98,0.20408163265306123,0.2158742273831728,0.1792530701162347,1.2409462921226477,1.261044138260964,7.167814710534467e-19,0.5743803676156423,True,True,0.20505929090470157,0,,,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.22,0.76,0.98,0.22448979591836735,0.21368552453158576,0.17925307011623484,1.2382331995941602,1.2582871056227858,6.454457498978842e-19,0.5721916647640555,True,True,0.22537894416176107,1,explore_std,6.0,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.24,0.74,0.98,0.24489795918367346,0.21036477017930266,0.17925307011623484,1.2341281510087816,1.254115573390707,5.503823697633323e-19,0.5688709104117724,True,True,0.24571326869407803,0,,,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.26,0.72,0.98,0.2653061224489796,0.20591196644714466,0.17925307011623484,1.2286450372464033,1.2485436574154896,4.44275680221374e-19,0.5644181066796143,True,True,0.26605890063839804,0,,,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.28,0.7,0.98,0.28571428571428575,0.20032711365597664,0.17925307011623484,1.2218023610360271,1.2415901600885804,3.3933180150589687e-19,0.5588332538884463,True,True,0.28641343030874883,1,explore_std,5.0,0.35,8,6,4,2,1,1
bo_2026-02-05_14-20-05,bo_2026-02-05_14-20-05,0.02,0.3,0.6799999999999999,0.98,0.30612244897959184,0.19361021185538127,0.17925307011623484,1.2136231348384652,1.2332784665709637,2.450928196263538e-19,0.5521163520878509,True,True,0.2994360936450815,0,,,0.35,8,6,4,2,1,1
