Plate Type,96 WELL PLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set Temperature,Setpoint 25°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Preheat before moving to next step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shake,Orbital: 0:05 (MM:SS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Frequency: 282 cpm (3 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Kinetic,Runtime 0:10:00 (HH:MM:SS), Interval 0:00:30, 21 Reads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Read,Fluorescence Endpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A1..H7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Filter Set 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Excitation: 540,  Emission: 590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Optics: Top,  Gain: 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Light Source: Xenon Flash,  Lamp Energy: High,  Standard Dynamic Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Read Height: 6.25 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Kinetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,T° 540,590,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0:00:06,25,813,814,823,795,796,534,431,,,,,,549,544,559,573,537,455,437,,,,,,471,451,470,474,325,563,976,,,,,,530,574,643,862,487,2868,7852,,,,,,2858,2006,0,0,1,0,1,,,,,,2305,1760,0,1,0,1,0,,,,,,1558,1408,1,0,0,0,0,,,,,,1165,1330,0,2,0,0,1,,,,,,
0:00:36,25,814,814,832,793,799,531,433,,,,,,556,544,563,572,533,451,436,,,,,,465,443,467,476,325,560,962,,,,,,529,572,637,860,487,2830,7896,,,,,,5452,3192,0,0,1,1,1,,,,,,4051,2449,2,1,1,0,0,,,,,,2615,1758,0,0,0,1,0,,,,,,1671,1496,1,1,0,1,0,,,,,,
0:01:06,25,819,811,829,793,800,531,430,,,,,,552,545,560,569,536,450,435,,,,,,465,444,464,469,323,556,943,,,,,,527,563,634,847,479,2754,7808,,,,,,7289,4277,0,1,0,1,0,,,,,,5534,3140,1,0,0,1,1,,,,,,3596,2083,1,1,0,0,0,,,,,,2172,1669,1,0,0,0,1,,,,,,
0:01:36,25,818,812,832,792,798,531,427,,,,,,549,543,557,570,533,445,432,,,,,,462,438,458,471,324,548,945,,,,,,523,559,628,835,474,2721,7769,,,,,,8440,5237,0,0,0,1,0,,,,,,6683,3755,0,0,0,0,1,,,,,,4493,2408,1,0,1,0,0,,,,,,2663,1846,1,0,1,0,1,,,,,,
0:02:06,25,816,816,832,792,795,530,425,,,,,,547,537,556,568,531,442,427,,,,,,458,439,455,464,326,543,930,,,,,,519,552,619,833,474,2664,7786,,,,,,9018,6067,1,1,1,0,1,,,,,,7672,4313,0,0,1,0,1,,,,,,5255,2704,0,0,0,0,0,,,,,,3101,2017,0,0,0,0,0,,,,,,
0:02:36,25,818,813,829,793,796,525,419,,,,,,543,536,554,564,528,444,423,,,,,,459,434,453,459,327,538,908,,,,,,511,551,611,823,466,2603,7713,,,,,,9291,6759,0,0,0,0,1,,,,,,8326,4846,0,1,0,1,0,,,,,,5913,3017,1,0,1,0,0,,,,,,3534,2167,0,0,0,1,1,,,,,,
0:03:06,25.1,813,813,820,786,799,519,421,,,,,,539,535,544,564,523,438,419,,,,,,455,429,454,459,327,533,899,,,,,,512,543,605,808,463,2573,7627,,,,,,9319,7402,0,0,0,0,0,,,,,,8819,5317,0,0,1,0,1,,,,,,6432,3287,1,1,1,1,0,,,,,,3919,2318,0,0,1,0,1,,,,,,
0:03:36,25,812,807,826,788,787,520,419,,,,,,536,531,543,556,521,438,417,,,,,,450,430,449,455,325,528,887,,,,,,502,535,601,796,460,2512,7623,,,,,,9260,7830,0,0,1,1,1,,,,,,9053,5747,0,1,0,0,1,,,,,,6955,3580,1,1,0,0,0,,,,,,4320,2499,0,1,0,1,1,,,,,,
0:04:06,25,814,812,822,787,789,521,415,,,,,,534,529,546,555,517,437,413,,,,,,446,428,443,451,326,526,874,,,,,,497,534,596,784,458,2489,7600,,,,,,9247,8183,0,1,1,1,3,,,,,,9259,6155,0,2,1,0,0,,,,,,7354,3843,0,0,0,0,1,,,,,,4754,2645,1,0,0,0,1,,,,,,
0:04:36,25,810,812,813,783,783,513,415,,,,,,536,524,542,554,516,435,410,,,,,,449,426,442,449,324,520,864,,,,,,494,530,591,776,456,2435,7589,,,,,,9179,8634,1,1,1,1,0,,,,,,9264,6523,1,1,1,0,1,,,,,,7786,4139,0,0,2,0,1,,,,,,5135,2783,0,0,0,1,0,,,,,,
0:05:06,25,811,804,814,781,785,512,414,,,,,,534,525,537,550,519,429,409,,,,,,439,420,439,443,329,517,851,,,,,,488,520,582,775,455,2389,7535,,,,,,9168,8898,0,0,0,1,1,,,,,,9267,6855,0,1,1,1,0,,,,,,8120,4360,2,0,0,0,0,,,,,,5497,2917,0,0,1,0,2,,,,,,
0:05:36,25,808,805,814,787,789,514,412,,,,,,537,523,537,549,516,428,402,,,,,,439,419,437,441,325,510,843,,,,,,486,516,580,761,450,2351,7522,,,,,,9089,9121,0,1,0,0,0,,,,,,9224,7187,0,0,0,1,0,,,,,,8450,4597,0,2,0,2,1,,,,,,5784,3086,0,3,2,1,0,,,,,,
0:06:06,25,807,804,815,781,782,514,409,,,,,,528,518,535,548,514,429,400,,,,,,438,417,436,438,324,504,829,,,,,,483,513,572,754,447,2313,7482,,,,,,8992,9305,2,0,0,1,0,,,,,,9158,7505,2,0,1,1,1,,,,,,8728,4856,0,1,0,0,2,,,,,,6106,3237,2,1,0,0,0,,,,,,
0:06:36,25,806,808,812,776,783,509,408,,,,,,532,515,532,546,511,422,396,,,,,,434,415,430,434,329,502,824,,,,,,478,511,571,744,448,2273,7462,,,,,,8878,9377,0,2,0,0,0,,,,,,9114,7808,1,1,0,0,0,,,,,,8896,5094,0,0,2,1,1,,,,,,6403,3410,1,1,1,0,0,,,,,,
0:07:06,25,805,800,812,778,786,508,405,,,,,,528,518,535,544,508,420,396,,,,,,432,411,428,436,326,497,809,,,,,,476,506,560,737,442,2248,7419,,,,,,8757,9161,0,0,0,1,0,,,,,,9018,8129,0,1,0,1,1,,,,,,9133,5333,0,1,0,1,0,,,,,,6729,3564,0,0,1,0,0,,,,,,
0:07:36,25,808,798,815,781,782,506,403,,,,,,525,516,531,541,508,423,392,,,,,,430,410,429,433,327,493,801,,,,,,470,502,556,727,442,2204,7394,,,,,,8640,9134,0,1,1,0,0,,,,,,8861,8331,1,1,1,0,0,,,,,,9239,5523,0,1,1,0,1,,,,,,7009,3679,2,0,0,0,0,,,,,,
0:08:06,25,808,801,808,777,777,504,400,,,,,,522,510,521,541,507,413,389,,,,,,428,408,424,432,327,486,793,,,,,,468,496,548,721,440,2152,7312,,,,,,8465,9039,1,0,0,1,0,,,,,,8750,8491,1,1,1,2,2,,,,,,9366,5738,0,1,0,0,0,,,,,,7241,3812,0,0,2,0,0,,,,,,
0:08:36,25,803,800,811,774,774,503,401,,,,,,520,512,523,543,500,415,384,,,,,,423,403,420,426,332,480,782,,,,,,460,491,543,708,436,2129,7302,,,,,,8333,9147,1,1,1,1,0,,,,,,8608,8695,0,0,1,0,0,,,,,,9392,5951,0,0,0,2,0,,,,,,7474,3965,0,0,2,1,1,,,,,,
0:09:06,25,802,794,807,773,778,503,397,,,,,,518,506,521,537,499,412,384,,,,,,426,401,418,418,325,481,770,,,,,,459,491,541,705,433,2083,7279,,,,,,8143,8900,0,1,1,1,0,,,,,,8524,8883,1,0,2,1,1,,,,,,9417,6123,1,1,0,0,1,,,,,,7653,4079,0,1,0,0,0,,,,,,
0:09:36,25.1,799,793,804,770,780,506,396,,,,,,516,508,523,536,500,412,378,,,,,,420,400,413,423,329,474,769,,,,,,459,485,533,693,429,2073,7279,,,,,,8028,8777,1,0,0,0,1,,,,,,8356,8996,1,0,1,0,0,,,,,,9366,6344,0,1,0,0,1,,,,,,7883,4221,0,1,0,1,2,,,,,,
0:10:06,25,797,793,803,776,769,500,396,,,,,,517,507,515,534,500,406,379,,,,,,419,400,414,418,331,471,756,,,,,,449,481,532,686,425,2032,7258,,,,,,7886,8721,0,0,0,0,0,,,,,,8205,9205,0,0,0,0,0,,,,,,9316,6512,0,0,1,0,0,,,,,,8071,4369,0,0,1,0,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-5200,-4600,-6400,-5200,-7200,-6600,-6600,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.955,0.743,0.749,0.966,0.75,0.893,0.965,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:09:06,0:05:06,0:04:36,0:08:36,0:03:36,0:02:36,0:01:36,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:06:57,0:03:40,0:03:47,0:04:45,0:02:53,0:01:14,0:00:58,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:08:06,0:04:06,0:03:36,0:07:36,0:02:36,0:01:36,0:00:36,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:10:06,0:06:06,0:05:36,0:09:36,0:04:36,0:03:36,0:02:36,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,good,OUT-,OUT-,good,OUT-,OUT-,good,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OUT-,OUT-,OUT-,OUT-,OUT-,OUT-,OUT-,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,-6800,-6000,-8000,-6800,-7000,-6400,-8200,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.99,0.957,0.875,0.909,0.988,0.973,0.996,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:02:36,0:03:36,0:02:36,0:03:06,0:03:06,0:01:06,0:02:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:41,0:01:26,0:01:35,0:01:24,0:01:15,0:00:06,0:00:54,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:36,0:02:36,0:01:36,0:02:06,0:02:06,0:00:06,0:01:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:03:36,0:04:36,0:03:36,0:04:06,0:04:06,0:02:06,0:03:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,best,good,OUT-,OUT-,best,good,best,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OUT-,OUT-,OUT-,OUT-,OUT-,OUT-,OUT-,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,-6600,-6800,-7800,-8600,2200,-11400,-29400,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.899,0.912,0.983,0.906,0.917,0.991,0.979,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:03:06,0:02:06,0:01:06,0:08:06,0:02:06,0:01:36,0:02:36,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:00:28,?????,0:00:11,0:02:52,0:01:55,0:00:22,0:00:29,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:02:06,0:01:06,0:00:06,0:07:06,0:01:06,0:00:36,0:01:36,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:04:06,0:03:06,0:02:06,0:09:06,0:03:06,0:02:36,0:03:36,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OUT-,OUT-,best,OUT-,OUT-,best,good,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OUT-,OUT-,OUT-,OUT-,,OUT-,OUT-,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,-11200,-11400,-15000,-25000,-9400,-108800,-92400,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.958,0.973,0.995,0.997,0.928,0.989,0.88,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:04:06,0:01:06,0:02:06,0:03:06,0:01:36,0:01:36,0:03:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:18,0:00:13,0:00:32,0:00:58,0:00:26,0:00:11,0:01:08,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:03:06,0:00:06,0:01:06,0:02:06,0:00:36,0:00:36,0:02:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:05:06,0:02:06,0:03:06,0:04:06,0:02:36,0:02:36,0:04:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,good,good,best,best,OUT-,best,OUT-,?????,?????,?????,?????,?????,Symbols (R-Squared [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OUT-,OUT-,OUT-,OUT-,OUT-,OUT-,OUT-,?????,?????,?????,?????,?????,Symbols (Max V [540,590]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,-45200,2033400,600,600,600,-600,-1200,?????,?????,?????,?????,?????,Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.959,0.995,0.281,0.75,0.75,0.75,0.529,?????,?????,?????,?????,?????,R-Squared [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:05:06,0:01:06,0:05:06,0:03:36,0:03:36,0:01:36,0:05:06,?????,?????,?????,?????,?????,t at Max V [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:01:26,?????,0:04:06,0:02:56,0:04:16,0:02:36,0:04:56,?????,?????,?????,?????,?????,Lagtime [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:04:06,0:00:06,0:04:06,0:02:36,0:02:36,0:00:36,0:04:06,?????,?????,?????,?????,?????,Max V Calc - t min [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:06:06,0:02:06,0:06:06,0:04:36,0:04:36,0:02:36,0:06:06,?????,?????,?????,?????,?????,Max V Calc - t max [540,590],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
