plate_id,time_s,well,signal,source_file,row,polymer_id,sample_name
plate1,6.0,A1,7183.0,3platedata (2).csv,A,GOx,
plate1,36.0,A1,28902.0,3platedata (2).csv,A,GOx,
plate1,66.0,A1,40253.0,3platedata (2).csv,A,GOx,
plate1,96.0,A1,46235.0,3platedata (2).csv,A,GOx,
plate1,126.0,A1,49574.0,3platedata (2).csv,A,GOx,
plate1,156.0,A1,51216.0,3platedata (2).csv,A,GOx,
plate1,186.0,A1,52270.0,3platedata (2).csv,A,GOx,
plate1,216.0,A1,52519.0,3platedata (2).csv,A,GOx,
plate1,246.0,A1,52777.0,3platedata (2).csv,A,GOx,
plate1,276.0,A1,52942.0,3platedata (2).csv,A,GOx,
plate1,306.0,A1,52991.0,3platedata (2).csv,A,GOx,
plate1,336.0,A1,52996.0,3platedata (2).csv,A,GOx,
plate1,366.0,A1,53116.0,3platedata (2).csv,A,GOx,
plate1,396.0,A1,53205.0,3platedata (2).csv,A,GOx,
plate1,426.0,A1,53177.0,3platedata (2).csv,A,GOx,
plate1,456.0,A1,53084.0,3platedata (2).csv,A,GOx,
plate1,486.0,A1,53157.0,3platedata (2).csv,A,GOx,
plate1,516.0,A1,53097.0,3platedata (2).csv,A,GOx,
plate1,546.0,A1,53257.0,3platedata (2).csv,A,GOx,
plate1,576.0,A1,53151.0,3platedata (2).csv,A,GOx,
plate1,606.0,A1,53245.0,3platedata (2).csv,A,GOx,
plate1,6.0,A2,5953.0,3platedata (2).csv,A,GOx,
plate1,36.0,A2,24622.0,3platedata (2).csv,A,GOx,
plate1,66.0,A2,35646.0,3platedata (2).csv,A,GOx,
plate1,96.0,A2,42383.0,3platedata (2).csv,A,GOx,
plate1,126.0,A2,46256.0,3platedata (2).csv,A,GOx,
plate1,156.0,A2,48623.0,3platedata (2).csv,A,GOx,
plate1,186.0,A2,50110.0,3platedata (2).csv,A,GOx,
plate1,216.0,A2,51032.0,3platedata (2).csv,A,GOx,
plate1,246.0,A2,51403.0,3platedata (2).csv,A,GOx,
plate1,276.0,A2,51748.0,3platedata (2).csv,A,GOx,
plate1,306.0,A2,51853.0,3platedata (2).csv,A,GOx,
plate1,336.0,A2,51867.0,3platedata (2).csv,A,GOx,
plate1,366.0,A2,52029.0,3platedata (2).csv,A,GOx,
plate1,396.0,A2,51953.0,3platedata (2).csv,A,GOx,
plate1,426.0,A2,52047.0,3platedata (2).csv,A,GOx,
plate1,456.0,A2,52207.0,3platedata (2).csv,A,GOx,
plate1,486.0,A2,52085.0,3platedata (2).csv,A,GOx,
plate1,516.0,A2,52123.0,3platedata (2).csv,A,GOx,
plate1,546.0,A2,52090.0,3platedata (2).csv,A,GOx,
plate1,576.0,A2,52208.0,3platedata (2).csv,A,GOx,
plate1,606.0,A2,52300.0,3platedata (2).csv,A,GOx,
plate1,6.0,A3,4953.0,3platedata (2).csv,A,GOx,
plate1,36.0,A3,20491.0,3platedata (2).csv,A,GOx,
plate1,66.0,A3,30890.0,3platedata (2).csv,A,GOx,
plate1,96.0,A3,37721.0,3platedata (2).csv,A,GOx,
plate1,126.0,A3,42279.0,3platedata (2).csv,A,GOx,
plate1,156.0,A3,45255.0,3platedata (2).csv,A,GOx,
plate1,186.0,A3,47123.0,3platedata (2).csv,A,GOx,
plate1,216.0,A3,48490.0,3platedata (2).csv,A,GOx,
plate1,246.0,A3,49293.0,3platedata (2).csv,A,GOx,
plate1,276.0,A3,49983.0,3platedata (2).csv,A,GOx,
plate1,306.0,A3,50216.0,3platedata (2).csv,A,GOx,
plate1,336.0,A3,50605.0,3platedata (2).csv,A,GOx,
plate1,366.0,A3,50947.0,3platedata (2).csv,A,GOx,
