plate_id,time_s,well,signal,source_file,row,polymer_id,sample_name
plate1,6.0,A1,78.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,36.0,A1,350.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,66.0,A1,530.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,96.0,A1,690.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,126.0,A1,826.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,156.0,A1,810.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,186.0,A1,752.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,216.0,A1,730.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,246.0,A1,566.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,276.0,A1,590.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,306.0,A1,530.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,336.0,A1,452.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,366.0,A1,436.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,396.0,A1,410.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,426.0,A1,364.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,456.0,A1,356.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,486.0,A1,296.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,516.0,A1,290.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,546.0,A1,240.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,576.0,A1,228.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,606.0,A1,220.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,6.0,A2,70.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,36.0,A2,306.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,66.0,A2,424.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,96.0,A2,540.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,126.0,A2,698.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,156.0,A2,784.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,186.0,A2,818.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,216.0,A2,772.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,246.0,A2,700.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,276.0,A2,606.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,306.0,A2,610.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,336.0,A2,530.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,366.0,A2,486.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,396.0,A2,420.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,426.0,A2,404.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
plate1,456.0,A2,382.0,1-251031testdata_251031-GOx-PMBTA4-8-PMPC-PMTAC.csv,A,GOx,
