plate_id,time_s,well,signal,row,polymer_id,sample_name,source_file
plate1,6.0,A1,814.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,36.0,A1,814.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,66.0,A1,811.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,96.0,A1,812.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,126.0,A1,816.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,156.0,A1,813.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,186.0,A1,813.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,216.0,A1,807.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,246.0,A1,812.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,276.0,A1,812.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,306.0,A1,804.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,336.0,A1,805.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,366.0,A1,804.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,396.0,A1,808.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,426.0,A1,800.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,456.0,A1,798.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,486.0,A1,801.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,516.0,A1,800.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,546.0,A1,794.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,576.0,A1,793.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,606.0,A1,793.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,6.0,A2,823.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,36.0,A2,832.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,66.0,A2,829.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,96.0,A2,832.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,126.0,A2,832.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,156.0,A2,829.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,186.0,A2,820.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,216.0,A2,826.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,246.0,A2,822.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,276.0,A2,813.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,306.0,A2,814.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,336.0,A2,814.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,366.0,A2,815.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,396.0,A2,812.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,426.0,A2,812.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,456.0,A2,815.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,486.0,A2,808.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,516.0,A2,811.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,546.0,A2,807.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,576.0,A2,804.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,606.0,A2,803.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,6.0,A3,795.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,36.0,A3,793.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,66.0,A3,793.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,96.0,A3,792.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,126.0,A3,792.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,156.0,A3,793.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,186.0,A3,786.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,216.0,A3,788.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,246.0,A3,787.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,276.0,A3,783.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,306.0,A3,781.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,336.0,A3,787.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,366.0,A3,781.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,396.0,A3,776.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,426.0,A3,778.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,456.0,A3,781.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,486.0,A3,777.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,516.0,A3,774.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,546.0,A3,773.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,576.0,A3,770.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,606.0,A3,776.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,6.0,A4,796.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,36.0,A4,799.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,66.0,A4,800.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,96.0,A4,798.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,126.0,A4,795.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,156.0,A4,796.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,186.0,A4,799.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,216.0,A4,787.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,246.0,A4,789.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,276.0,A4,783.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,306.0,A4,785.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,336.0,A4,789.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,366.0,A4,782.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,396.0,A4,783.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,426.0,A4,786.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,456.0,A4,782.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,486.0,A4,777.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,516.0,A4,774.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,546.0,A4,778.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,576.0,A4,780.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,606.0,A4,769.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,6.0,A5,534.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,36.0,A5,531.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,66.0,A5,531.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,96.0,A5,531.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,126.0,A5,530.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,156.0,A5,525.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,186.0,A5,519.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,216.0,A5,520.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,246.0,A5,521.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,276.0,A5,513.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,306.0,A5,512.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,336.0,A5,514.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,366.0,A5,514.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,396.0,A5,509.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,426.0,A5,508.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,456.0,A5,506.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,486.0,A5,504.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,516.0,A5,503.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,546.0,A5,503.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,576.0,A5,506.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,606.0,A5,500.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,6.0,A6,431.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,36.0,A6,433.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,66.0,A6,430.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,96.0,A6,427.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,126.0,A6,425.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,156.0,A6,419.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,186.0,A6,421.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,216.0,A6,419.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,246.0,A6,415.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,276.0,A6,415.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,306.0,A6,414.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,336.0,A6,412.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,366.0,A6,409.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,396.0,A6,408.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,426.0,A6,405.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,456.0,A6,403.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,486.0,A6,400.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,516.0,A6,401.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,546.0,A6,397.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,576.0,A6,396.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,606.0,A6,396.0,A,GOx_0_8,,GOx_Concentration_afterheat.csv
plate1,6.0,B1,544.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,36.0,B1,544.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,66.0,B1,545.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,96.0,B1,543.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,126.0,B1,537.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,156.0,B1,536.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,186.0,B1,535.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,216.0,B1,531.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,246.0,B1,529.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,276.0,B1,524.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,306.0,B1,525.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,336.0,B1,523.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,366.0,B1,518.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,396.0,B1,515.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,426.0,B1,518.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,456.0,B1,516.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,486.0,B1,510.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,516.0,B1,512.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,546.0,B1,506.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,576.0,B1,508.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,606.0,B1,507.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,6.0,B2,559.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,36.0,B2,563.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,66.0,B2,560.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,96.0,B2,557.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,126.0,B2,556.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,156.0,B2,554.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,186.0,B2,544.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,216.0,B2,543.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,246.0,B2,546.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,276.0,B2,542.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,306.0,B2,537.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,336.0,B2,537.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,366.0,B2,535.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,396.0,B2,532.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,426.0,B2,535.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,456.0,B2,531.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,486.0,B2,521.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,516.0,B2,523.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,546.0,B2,521.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,576.0,B2,523.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,606.0,B2,515.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,6.0,B3,573.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,36.0,B3,572.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,66.0,B3,569.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,96.0,B3,570.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,126.0,B3,568.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,156.0,B3,564.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,186.0,B3,564.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,216.0,B3,556.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,246.0,B3,555.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,276.0,B3,554.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,306.0,B3,550.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,336.0,B3,549.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,366.0,B3,548.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,396.0,B3,546.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,426.0,B3,544.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,456.0,B3,541.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,486.0,B3,541.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,516.0,B3,543.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,546.0,B3,537.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,576.0,B3,536.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,606.0,B3,534.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,6.0,B4,537.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,36.0,B4,533.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,66.0,B4,536.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,96.0,B4,533.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,126.0,B4,531.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,156.0,B4,528.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,186.0,B4,523.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,216.0,B4,521.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,246.0,B4,517.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,276.0,B4,516.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,306.0,B4,519.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,336.0,B4,516.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,366.0,B4,514.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,396.0,B4,511.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,426.0,B4,508.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,456.0,B4,508.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,486.0,B4,507.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,516.0,B4,500.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,546.0,B4,499.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,576.0,B4,500.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,606.0,B4,500.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,6.0,B5,455.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,36.0,B5,451.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
plate1,66.0,B5,450.0,B,GOx_0_4,,GOx_Concentration_afterheat.csv
