run_id,polymer_id,native_0,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog,fog_native_constrained,t50_min
260209-group_mean,PMBTA-11,0.9760740539186736,0.9760740539186736,0.7,1,1.1671548148568793,1.1671548148568793,12.272611311182118
260209-group_mean,PMBTA-3,0.8771019935671689,0.8771019935671689,0.7,1,1.102803893150996,1.102803893150996,12.225965270003933
260209-group_mean,PMBTA-4,0.9562281950922724,0.9562281950922724,0.7,1,1.101880812646114,1.101880812646114,11.648480217399651
260209-group_mean,GOx with DMSO,1.039944231023553,1.039944231023553,0.7,1,0.9665897315317276,0.9665897315317276,10.603001708849243
260209-group_mean,PMBTA-7,1.0977658719400039,1.0977658719400039,0.7,1,0.9546784348135402,0.9546784348135402,10.208079124748005
260209-group_mean,PMBTA-9,1.078641303143724,1.078641303143724,0.7,1,0.933397602365296,0.933397602365296,10.039027739904
260209-group_mean,PMBTA-2,0.9769218541930469,0.9769218541930469,0.7,1,0.9071635707573371,0.9071635707573371,9.92787342546291
260209-group_mean,PMBTA-8,1.049010158626324,1.049010158626324,0.7,1,0.9052029449203566,0.9052029449203566,9.86225126680394
260209-group_mean,PMBTA-5,1.043431861989228,1.043431861989228,0.7,1,0.8994773350141745,0.8994773350141745,9.703937430891173
260209-group_mean,PMBTA-6,1.1229947245287966,1.1229947245287966,0.7,1,0.7953138678556819,0.7953138678556819,8.663526114704514
260209-group_mean,PMBTA-1,1.1123181338423456,1.1123181338423456,0.7,1,0.7623332213813321,0.7623332213813321,8.100410852698777
260209-group_mean,PMTAC,0.8252663145707039,0.8252663145707039,0.7,1,0.6517045421230787,0.6517045421230787,6.7859708014842335
260209-group_mean,PMPC,0.6441598766998516,0.6441598766998516,0.7,0,1.280327573007923,,13.79021920441075
260209-group_mean,PMBTA-10,0.6048805572641661,0.6048805572641661,0.7,0,1.0520758932298415,,11.046636185742866
